ASV,Name,Completeness,Contamination,16S_identity（%）,taxonomy,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size(bp),predicted_genome_size(Mb),GC_Content,Total_Coding_Sequences
ASV_4000,GCF_002025205.1,100.0 ,0.04,99.2 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_sp002025205_[location=4313559..4315091]_[ssu_len=1533]_[contig_len=5040792],0.861,5040792,315.9862625,5040792,5.0 ,0.62,4586
ASV_10838,GCF_003719825.1,100.0 ,0.04,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_E;s__Lysobacter_E_psychrotolerans_[location=380..1920]_[ssu_len=1541]_[contig_len=5647],0.873,534630,339.7087928,3910744,3.9 ,0.68,3355
ASV_5234,GCF_007998985.1,100.0 ,0.04,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium_xanthum_[location=1293906..1295387]_[ssu_len=1482]_[contig_len=2227318],0.93,2227318,315.1042805,2227318,2.2 ,0.64,2196
ASV_7209,GCF_006547045.1,100.0 ,0.03,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_C;s__Lysobacter_C_alkalisoli_[location=226096..227637]_[ssu_len=1542]_[contig_len=3857091],0.885,3857091,337.1612903,3857091,3.9 ,0.67,3379
ASV_24684,GCF_001507335.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_sp001507335_[location=812296..813808]_[ssu_len=1513]_[contig_len=814241],0.887,746630,320.3081866,3874551,3.9 ,0.35,3579
ASV_11727,GCF_002949085.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia_indica_[location=1100513..1101991]_[ssu_len=1479]_[contig_len=4005916],0.897,4005916,307.0276215,4005916,4.0 ,0.62,3910
ASV_3425,GCF_003574395.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola_thermarum_[location=387..1848]_[ssu_len=1462]_[contig_len=5827],0.907,175031,304.8851872,3653867,3.7 ,0.67,3632
ASV_6559,GCF_008001035.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Homoserinimonas;s__Homoserinimonas_sp008001035_[location=1824703..1826222]_[ssu_len=1520]_[contig_len=2835338],0.922,2835338,324.1849926,2835338,2.8 ,0.67,2692
ASV_15125,GCF_008728965.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum_faecis_[location=3316..4640]_[ssu_len=1325]_[contig_len=4647],0.908,102911,344.3891369,3052564,3.1 ,0.48,2688
ASV_9955,GCF_015453285.1,100.0 ,0.02,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter_niastensis_[location=488..2028]_[ssu_len=1541]_[contig_len=6069],0.899,390805,326.5365722,4034846,4.0 ,0.67,3705
ASV_21174,GCF_022662575.1,100.0 ,0.02,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_E;s__Luteimonas_E_aquatica_[location=487251..488791]_[ssu_len=1541]_[contig_len=604263],0.89,379836,334.0599824,3825884,3.8 ,0.7,3401
ASV_20048,GCA_000526575.1,100.0 ,0.01,99.5 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora_sp000526575_[location=2382510..2384039]_[ssu_len=1530]_[contig_len=3532345],0.888,3532345,321.8090973,4605255,4.6 ,0.42,4243
ASV_7345,GCA_003574895.1,100.0 ,0.01,99.7 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACPFJ01;s__JACPFJ01_sp003574895_[location=301..1856]_[ssu_len=1556]_[contig_len=5562],0.899,269309,346.3744198,4476705,4.5 ,0.54,3878
ASV_969,GCA_018268895.1,100.0 ,0.01,99.2 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter;s__Edaphobacter_sp018268895_[location=2..1228]_[ssu_len=1227]_[contig_len=1232],0.894,1011569,358.0181615,4296351,4.3 ,0.59,3579
ASV_25595,GCA_900468065.1,100.0 ,0.01,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pararhizobium;s__Pararhizobium_sp900468065_[location=192..1673]_[ssu_len=1482]_[contig_len=2006],0.859,63969,288.858469,7054688,7.1 ,0.59,7002
ASV_28163,GCF_000376945.1,100.0 ,0.01,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Leeiaceae;g__Leeia;s__Leeia_oryzae_[location=215..1749]_[ssu_len=1535]_[contig_len=5407],0.895,255009,326.3472864,3785435,3.8 ,0.55,3464
ASV_19451,GCF_001426945.1,100.0 ,0.01,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_sp001426945_[location=3399601..3401086]_[ssu_len=1486]_[contig_len=3450436],0.89,3450436,310.2501652,4741043,4.7 ,0.64,4541
ASV_9438,GCF_006439375.1,100.0 ,0.01,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium_sp006440675_[location=159070..160551]_[ssu_len=1482]_[contig_len=201202],0.883,224181,306.7999326,6177034,6.2 ,0.64,5933
ASV_96,GCF_009792795.1,100.0 ,0.01,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_B;s__Luteimonas_B_profundi_[location=52745..54285]_[ssu_len=1541]_[contig_len=720016],0.909,720016,330.1198397,2714881,2.7 ,0.67,2495
ASV_7555,GCA_000717315.1,100.0 ,0,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_althioticus_[location=16..1539]_[ssu_len=1524]_[contig_len=1586],0.878,235898,325.4611179,7309272,7.3 ,0.73,6584
ASV_365,GCF_000516555.1,100.0 ,0,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__P52-10;s__P52-10_sp000516555_[location=762929..764412]_[ssu_len=1484]_[contig_len=2906233],0.871,2906233,309.8962264,5085524,5.1 ,0.63,4770
ASV_16851,GCF_015351405.1,100.0 ,0,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_suicordis_[location=1382391..1383915]_[ssu_len=1525]_[contig_len=1384510],0.908,1384510,337.9158367,2237085,2.2 ,0.6,2008
ASV_23624,GCF_020991125.1,100.0 ,0,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer_celer_[location=2759302..2760833]_[ssu_len=1532]_[contig_len=4346001],0.871,4346001,350.7536795,4346001,4.3 ,0.57,3601
ASV_28603,GCF_900188205.1,100.0 ,0,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus_saharensis_[location=8..1441]_[ssu_len=1434]_[contig_len=5180],0.906,402954,318.0346013,4892778,4.9 ,0.76,4653
ASV_29542,GCF_000265425.1,100.0 ,9.37,99.2 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus_roseus_[location=2074461..2075957]_[ssu_len=1497]_[contig_len=5227858],0.891,5227858,357.0776476,5227858,4.8 ,0.6,4353
ASV_4648,GCA_000577295.1,100.0 ,7.54,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_xylanisolvens_[location=126329..127854]_[ssu_len=1526]_[contig_len=414005],0.897,230871,364.9821462,6484037,6.0 ,0.42,5321
ASV_6877,GCF_001273775.1,100.0 ,5.96,99.5 ,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_E;s__Nitrospira_E_moscoviensis_[location=1275114..1276649]_[ssu_len=1536]_[contig_len=4589485],0.894,4589485,304.0951853,4589485,4.3 ,0.62,4507
ASV_61,GCA_002559145.1,100.0 ,4.35,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-18226;g__Neobacillus;s__Neobacillus_sp002559145_[location=2..1456]_[ssu_len=1455]_[contig_len=1463],0.855,175476,294.5529412,5175906,5.0 ,0.39,5015
ASV_9669,GCA_019750685.1,100.0 ,4.34,99.7 ,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__Nitrospira_F_sp002083405_[location=2..1433]_[ssu_len=1432]_[contig_len=24753],0.872,91563,283.757284,3841510,3.7 ,0.57,3947
ASV_8261,GCF_900109775.1,100.0 ,4.1,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A_sp900109775_[location=506..2046]_[ssu_len=1541]_[contig_len=5738],0.897,1570858,344.1901495,4695108,4.5 ,0.67,4081
ASV_26855,GCF_011045125.1,100.0 ,3.96,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudaminobacter;s__Pseudaminobacter_camelthorni_[location=4017..5497]_[ssu_len=1481]_[contig_len=143808],0.861,74213,287.3919233,7298447,7.0 ,0.62,7305
ASV_3819,GCA_900465875.1,100.0 ,3.87,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_sp900466475_[location=4288..5764]_[ssu_len=1477]_[contig_len=6155],0.875,254392,296.1095387,7452936,7.2 ,0.6,7349
ASV_23356,GCF_003056355.1,100.0 ,3.61,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia_naphthalenivorans_[location=151239..152717]_[ssu_len=1479]_[contig_len=192594],0.882,179123,300.1251135,4488200,4.3 ,0.61,4404
ASV_8456,GCA_018327725.1,100.0 ,3.45,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_chersina_[location=3914118..3915630]_[ssu_len=1513]_[contig_len=5992310],0.894,5992310,326.5546875,7286107,7.0 ,0.73,6656
ASV_6766,GCA_001319865.1,100.0 ,3.36,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_sp001319865_[location=217..1744]_[ssu_len=1528]_[contig_len=5307],0.839,23739,290.7381903,9362677,9.1 ,0.63,9018
ASV_14139,GCA_000765165.1,100.0 ,3.26,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AK;s__Clostridium_AK_sp900185645_[location=3173..4679]_[ssu_len=1507]_[contig_len=4924],0.868,154089,295.4061424,3850950,3.7 ,0.31,3777
ASV_40783,GCF_003286425.2,100.0 ,3.19,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter_gossypii_[location=5120184..5121701]_[ssu_len=1518]_[contig_len=7719698],0.879,7719698,334.0396463,7719698,7.5 ,0.43,6785
ASV_2841,GCF_001636695.1,100.0 ,3.01,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_panaciterrae_A_[location=697..2215]_[ssu_len=1519]_[contig_len=5958],0.912,75808,343.3900356,6342803,6.2 ,0.38,5620
ASV_14313,GCA_902168095.1,100.0 ,2.88,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_glycinis_[location=2964..4504]_[ssu_len=1541]_[contig_len=81245],0.885,106212,333.2680041,4388511,4.3 ,0.65,3888
ASV_7281,GCF_000266945.1,100.0 ,2.72,99.7 ,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile;s__Desulfomonile_tiedjei_[location=3288068..3289621]_[ssu_len=1554]_[contig_len=6500104],0.833,6500104,322.8028795,6527027,6.4 ,0.5,5626
ASV_20871,GCF_015221875.1,100.0 ,2.59,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter_subterraneus_[location=2581348..2582853]_[ssu_len=1506]_[contig_len=6070096],0.872,6070096,342.1082264,7787995,7.6 ,0.4,6625
ASV_4850,GCF_000411975.1,100.0 ,2.53,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis_orientalis_D_[location=8..1447]_[ssu_len=1440]_[contig_len=1467],0.89,114355,311.6646306,8920384,8.7 ,0.7,8513
ASV_2395,GCA_013416395.1,100.0 ,2.41,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Pusillimonas_B;s__Pusillimonas_B_sp013416395_[location=3964..5499]_[ssu_len=1536]_[contig_len=5879],0.887,372832,319.7884452,5084161,5.0 ,0.55,4708
ASV_20754,GCA_003326205.1,100.0 ,2.33,100.0 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc_sp003326205_[location=161..1702]_[ssu_len=1542]_[contig_len=5317],0.802,232810,315.6009763,8458523,8.3 ,0.41,7170
ASV_406,GCF_002001105.1,100.0 ,2.25,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_sp002001105_[location=3736..5273]_[ssu_len=1538]_[contig_len=5492],0.894,103552,339.7529574,4137396,4.0 ,0.68,3635
ASV_12907,GCF_012910885.1,100.0 ,2.24,99.2 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_F;s__Azoarcus_F_taiwanensis_[location=223..1757]_[ssu_len=1535]_[contig_len=5561],0.908,26885,308.3291536,4215846,4.1 ,0.63,4147
ASV_1659,GCF_000243235.1,100.0 ,2.13,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia_limnaea_[location=2792119..2793634]_[ssu_len=1516]_[contig_len=3558876],0.862,3558876,324.0505682,3966857,3.9 ,0.38,3520
ASV_15988,GCF_005405925.1,100.0 ,2.12,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_antimycoticus_[location=4463284..4464807]_[ssu_len=1524]_[contig_len=10917594],0.87,10917594,326.6131204,11174199,10.9 ,0.71,9954
ASV_4482,GCF_017814945.1,100.0 ,2.11,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_sp017814945_[location=219..1746]_[ssu_len=1528]_[contig_len=4753],0.832,120747,297.5502972,9550129,9.4 ,0.62,8917
ASV_13414,GCF_017315705.1,100.0 ,2.02,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Trinickia;s__Trinickia_sp017315705_[location=284..1811]_[ssu_len=1528]_[contig_len=5619],0.853,230160,305.0577052,7997074,7.8 ,0.63,7469
ASV_7306,GCF_009858245.1,100.0 ,2,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__Ornithinibacter_aureus_[location=3456855..3458384]_[ssu_len=1530]_[contig_len=3695644],0.906,3695644,318.5626424,3695644,3.6 ,0.71,3512
ASV_15691,GCF_002234615.1,100.0 ,1.9,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__NBRC-103111;g__Paenibacillus_S;s__Paenibacillus_S_rigui_[location=106..1646]_[ssu_len=1541]_[contig_len=1689],0.88,153275,332.9048823,7172832,7.0 ,0.5,6329
ASV_12114,GCA_024234815.1,100.0 ,1.86,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus_sp024234815_[location=1249671..1251200]_[ssu_len=1530]_[contig_len=1697248],0.9,723293,339.0059837,4711618,4.6 ,0.6,4178
ASV_34882,GCF_900109885.1,100.0 ,1.76,99.7 ,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus_gentianae_[location=442..2003]_[ssu_len=1562]_[contig_len=31022],0.876,109592,319.3297091,3716692,3.7 ,0.53,3403
ASV_25812,GCF_001904775.1,100.0 ,1.7,99.5 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea_tenuis_[location=258..1743]_[ssu_len=1486]_[contig_len=5355],0.849,214380,317.0465116,5821893,5.7 ,0.56,5203
ASV_4708,GCF_000787855.1,100.0 ,1.66,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_anmyonensis_[location=25..1541]_[ssu_len=1517]_[contig_len=5813],0.86,107739,317.5906681,9386419,9.2 ,0.72,8487
ASV_9150,GCA_000699685.1,100.0 ,1.65,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus_[location=1757..3282]_[ssu_len=1526]_[contig_len=142145],0.901,252957,363.6348389,7280041,7.2 ,0.42,6022
ASV_6266,GCA_002281795.1,100.0 ,1.61,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax;s__Acidovorax_defluvii_[location=2..935]_[ssu_len=934]_[contig_len=16634],0.883,40453,300.1941647,3942909,3.9 ,0.64,3873
ASV_1975,GCF_000367925.1,100.0 ,1.58,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_bohemicus_[location=307..1840]_[ssu_len=1534]_[contig_len=1223481],0.838,881473,307.5892965,3657694,3.6 ,0.4,3326
ASV_17391,GCF_018224885.1,100.0 ,1.57,99.7 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_hostae_[location=53..1574]_[ssu_len=1522]_[contig_len=1574],0.902,340671,377.3411866,8722994,8.6 ,0.46,6961
ASV_24397,GCF_016862895.1,100.0 ,1.55,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Planotetraspora;s__Planotetraspora_kaengkrachanensis_[location=147..1667]_[ssu_len=1521]_[contig_len=1838],0.881,205276,318.336746,8768202,8.6 ,0.7,8107
ASV_516,GCF_018603435.1,100.0 ,1.42,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_sp013153155_[location=3794230..3795742]_[ssu_len=1513]_[contig_len=4917748],0.87,4917748,318.7254464,4917748,4.8 ,0.36,4480
ASV_6329,GCF_002979175.1,100.0 ,1.38,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_dublinensis_[location=4..416]_[ssu_len=413]_[contig_len=420],0.874,77683,309.4940113,4695093,4.6 ,0.58,4425
ASV_6369,GCF_000297055.2,100.0 ,1.36,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella;s__Sulfuricella_denitrificans_[location=2570319..2571857]_[ssu_len=1539]_[contig_len=3130594],0.91,3130594,316.9419773,3217213,3.2 ,0.56,3085
ASV_191,GCA_004299705.1,100.0 ,1.35,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__66-474;s__66-474_sp004299705_[location=33870..34837]_[ssu_len=968]_[contig_len=34837],0.889,75682,318.2111177,3623273,3.6 ,0.65,3382
ASV_10701,GCA_016703225.1,100.0 ,1.3,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__JADKHK01;s__JADKHK01_sp016703225_[location=744583..746124]_[ssu_len=1542]_[contig_len=1954133],0.913,971608,338.6865443,4358088,4.3 ,0.66,3924
ASV_20844,GCF_010686765.1,100.0 ,1.26,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus_sabuli_A_[location=113..1630]_[ssu_len=1518]_[contig_len=1822],0.904,221347,314.8831084,4793157,4.7 ,0.74,4594
ASV_16472,GCF_011320075.1,100.0 ,1.22,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella_sp011320075_[location=24979..26464]_[ssu_len=1486]_[contig_len=46214],0.913,61954,296.4477124,2974857,2.9 ,0.68,3060
ASV_29705,GCA_902168085.1,100.0 ,1.19,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__Flavipsychrobacter_sp902168085_[location=74..958]_[ssu_len=885]_[contig_len=143738],0.912,58688,314.0331221,3581143,3.5 ,0.45,3472
ASV_5710,GCF_008271655.1,100.0 ,1.16,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;s__Gemmobacter_caeruleus_[location=3688..5149]_[ssu_len=1462]_[contig_len=5363],0.915,564923,312.1939611,3992662,3.9 ,0.66,3908
ASV_27965,GCA_019459525.1,100.0 ,1.14,99.7 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024_sp019459525_[location=164372..165886]_[ssu_len=1515]_[contig_len=165897],0.895,80860,357.2320311,5541905,5.5 ,0.42,4633
ASV_8977,GCA_005502915.1,100.0 ,1.1,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01_sp005502915_[location=27..1567]_[ssu_len=1541]_[contig_len=5166],0.893,129179,343.4479746,4355758,4.3 ,0.68,3777
ASV_8618,GCF_024448165.1,100.0 ,1.1,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_longispororuber_A_[location=11..1534]_[ssu_len=1524]_[contig_len=1605],0.898,38974,333.5046521,10521338,10.4 ,0.72,9458
ASV_5393,GCF_013248975.1,100.0 ,1.03,99.7 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-18226;g__Neobacillus;s__Neobacillus_endophyticus_[location=286261..287808]_[ssu_len=1548]_[contig_len=356662],0.801,5239118,272.6716742,5632809,5.6 ,0.38,5525
ASV_21726,GCA_003729975.1,100.0 ,1.02,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella_haifensis_[location=48..1560]_[ssu_len=1513]_[contig_len=5234],0.898,68818,310.2635659,2670904,2.6 ,0.37,2580
ASV_34110,GCF_000622145.1,100.0 ,1.02,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_yeei_[location=3941..5402]_[ssu_len=1462]_[contig_len=392031],0.899,199795,314.1253837,4428895,4.4 ,0.67,4235
ASV_3343,GCF_000787795.1,100.0 ,1,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis_[location=9..1525]_[ssu_len=1517]_[contig_len=5512],0.88,179855,322.2739616,9528734,9.4 ,0.72,8691
ASV_23392,GCF_002198735.1,100.0 ,0.98,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Aquabacterium_A;s__Aquabacterium_A_sp002198735_[location=185826..187351]_[ssu_len=1526]_[contig_len=327546],0.912,73043,343.6544867,6980783,6.9 ,0.7,6185
ASV_18219,GCF_014779795.1,100.0 ,0.96,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_helvum_[location=90..1610]_[ssu_len=1521]_[contig_len=1802],0.919,319042,336.2146439,4369725,4.3 ,0.7,3988
ASV_4236,GCF_014274465.1,100.0 ,0.95,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Alloacidobacterium;s__Alloacidobacterium_dinghuense_[location=4010497..4011992]_[ssu_len=1496]_[contig_len=6271114],0.883,6271114,337.256429,6271114,6.2 ,0.56,5483
